method,pl,seed,mse,epoch1_loss,is_anomalous
maximin_dispersion,720,2029,0.4670420885086059,0.5332772,False
maximin_dispersion,720,2030,0.4633960127830505,0.4526139,False
maximin_dispersion,720,2031,0.4666366875171661,0.5528299,False
maximin_dispersion,720,2032,0.4631369709968567,0.4632409,False
maximin_dispersion,720,2033,0.4642567038536072,0.4497221,False
maximin_dispersion,720,2034,0.9859436750411988,0.6305141,True
maximin_dispersion,720,2035,0.4664092659950256,0.5210049,False
maximin_dispersion,720,2036,0.4663621485233307,0.5341565,False
maximin_dispersion,720,2037,0.4665011167526245,0.5230631,False
maximin_dispersion,720,2038,1.0011979341506958,0.6226911,True
maximin_dispersion,720,2039,0.4647547304630279,0.4855978,False
maximin_dispersion,720,2040,0.4630660116672516,0.4721901,False
maximin_dispersion,720,2041,0.4632279574871063,0.4515817,False
maximin_dispersion,720,2042,0.4648826122283935,0.5208106,False
maximin_dispersion,720,2043,0.4646035730838775,0.4718537,False
maximin_dispersion,720,2044,0.4620699882507324,0.4368349,False
maximin_dispersion,720,2045,0.8588017225265503,0.616354,True
maximin_dispersion,720,2046,0.4635418951511383,0.4684304,False
maximin_dispersion,720,2047,0.4639679491519928,0.4713937,False
maximin_dispersion,720,2048,0.4648449122905731,0.4361932,False
maximin_dispersion,720,2049,0.9362422823905944,0.6260091,True
maximin_dispersion,720,2050,0.4629381895065307,0.4805444,False
maximin_dispersion,96,2021,0.7970144152641296,0.597737,True
maximin_dispersion,96,2022,0.3948134481906891,0.4402094,False
maximin_dispersion,96,2023,0.3937096893787384,0.4103843,False
maximin_dispersion,96,2024,0.3929382264614105,0.4338948,False
maximin_dispersion,96,2025,0.3954916894435882,0.448919,False
maximin_dispersion,96,2026,0.3945108652114868,0.4310626,False
maximin_dispersion,96,2027,0.3962813317775726,0.4870504,False
maximin_dispersion,96,2028,0.3941056132316589,0.4472984,False
maximin_dispersion,96,2029,0.3947148323059082,0.4289807,False
maximin_dispersion,96,2030,0.3945952653884887,0.4440653,False
maximin_dispersion,96,2031,0.3957010209560394,0.4643069,False
maximin_dispersion,96,2032,0.3945484161376953,0.4411203,False
maximin_dispersion,96,2033,0.3972826600074768,0.4916871,False
maximin_dispersion,96,2034,0.8298981189727783,0.6167871,True
maximin_dispersion,96,2035,0.3960676491260528,0.4350994,False
maximin_dispersion,96,2036,0.3941226005554199,0.4219068,False
maximin_dispersion,96,2037,0.3975358307361603,0.5352673,False
maximin_dispersion,96,2038,0.394855260848999,0.4812474,False
maximin_dispersion,96,2039,0.3966132998466491,0.4778959,False
maximin_dispersion,96,2040,0.3946864008903503,0.4275456,False
maximin_dispersion,96,2041,0.3951387405395508,0.4171311,False
maximin_dispersion,96,2042,0.3938176929950714,0.4359825,False
maximin_dispersion,96,2043,0.3955157995223999,0.4734727,False
maximin_dispersion,96,2044,0.3938452005386352,0.4373684,False
maximin_dispersion,96,2045,0.3962609767913818,0.4693464,False
maximin_dispersion,96,2046,0.3949822187423706,0.4466102,False
maximin_dispersion,96,2047,0.3946843445301056,0.4341679,False
maximin_dispersion,96,2048,0.3947591185569763,0.4298585,False
maximin_dispersion,96,2049,0.3960323333740234,0.4693895,False
maximin_dispersion,96,2050,0.3941910564899444,0.4557769,False
mi_based,192,2021,0.4146952033042907,0.3747942,False
mi_based,192,2022,0.4161216914653778,0.3875039,False
mi_based,192,2023,0.4147947430610657,0.3759786,False
mi_based,192,2024,0.4203304052352905,0.386319,False
mi_based,192,2025,0.415478378534317,0.378399,False
mi_based,192,2026,0.4159066379070282,0.3758112,False
mi_based,192,2027,0.4174458980560303,0.3785086,False
mi_based,192,2028,0.4198728203773498,0.3804424,False
mi_based,192,2029,0.4157029390335083,0.3824901,False
