model,variant,dataset,N,pred_len,seed,MSE,MAE,provenance_id
Nonstationary_Transformer,,electricity,321,720,2021,0.2260461449623108,0.3200053572654724,ns_transformer_tslib_electricity_pl720_s2021
Nonstationary_Transformer,,electricity,321,720,2022,0.22785896062850952,0.32473406195640564,ns_transformer_tslib_electricity_pl720_s2022
Nonstationary_Transformer,,electricity,321,720,2023,0.2247767150402069,0.3174360990524292,ns_transformer_tslib_electricity_pl720_s2023
Nonstationary_Transformer,,electricity,321,720,2024,0.22072753310203552,0.3196939527988434,ns_transformer_tslib_electricity_pl720_s2024
Nonstationary_Transformer,,electricity,321,720,2025,0.21844573318958282,0.31839102506637573,ns_transformer_tslib_electricity_pl720_s2025
Nonstationary_Transformer,,solar_AL,137,96,2021,0.21348972618579865,0.23480656743049622,ns_transformer_tslib_solar_AL_pl96_s2021
Nonstationary_Transformer,,solar_AL,137,96,2022,0.21779033541679382,0.23222996294498444,ns_transformer_tslib_solar_AL_pl96_s2022
Nonstationary_Transformer,,solar_AL,137,96,2023,0.2170354425907135,0.23486647009849548,ns_transformer_tslib_solar_AL_pl96_s2023
Nonstationary_Transformer,,solar_AL,137,96,2024,0.21389254927635193,0.2296006679534912,ns_transformer_tslib_solar_AL_pl96_s2024
Nonstationary_Transformer,,solar_AL,137,96,2025,0.21951086819171906,0.24333706498146057,ns_transformer_tslib_solar_AL_pl96_s2025
Nonstationary_Transformer,,solar_AL,137,192,2021,0.27248337864875793,0.2632358968257904,ns_transformer_tslib_solar_AL_pl192_s2021
Nonstationary_Transformer,,solar_AL,137,192,2022,0.25361064076423645,0.25739842653274536,ns_transformer_tslib_solar_AL_pl192_s2022
Nonstationary_Transformer,,solar_AL,137,192,2023,0.259316623210907,0.2634279131889343,ns_transformer_tslib_solar_AL_pl192_s2023
Nonstationary_Transformer,,solar_AL,137,192,2024,0.2562190890312195,0.26093217730522156,ns_transformer_tslib_solar_AL_pl192_s2024
Nonstationary_Transformer,,solar_AL,137,192,2025,0.2595299482345581,0.26642730832099915,ns_transformer_tslib_solar_AL_pl192_s2025
